customer_id,age,gender,marital_status,annual_income,policy_type,policy_tenure,premium_amount,vehicle_age,vehicle_type,vehicle_price,num_claims,last_claim_amount,claim_frequency,fraud_reported,filed_claim
C0793,66,Other,Divorced,67969,Liability,5,2019,13,SUV,59085,2,15483,0.4,No,Yes
C0794,42,Female,Married,45220,Comprehensive,13,1790,8,Truck,16708,0,0,0.0,No,No
C0795,73,Male,Divorced,94643,Liability,2,2117,3,Motorcycle,12670,0,0,0.0,No,No
C0796,50,Male,Widowed,11323,Comprehensive,10,1587,10,Motorcycle,55701,2,13292,0.2,No,Yes
C0797,55,Female,Single,64965,Comprehensive,10,618,19,SUV,53984,1,18753,0.1,No,Yes
C0798,70,Male,Single,60853,Liability,6,2490,15,Sedan,9934,0,0,0.0,No,Yes
C0799,23,Male,Widowed,54382,Collision,7,840,15,SUV,7666,2,19276,0.29,No,Yes
C0800,61,Female,Widowed,49415,Comprehensive,3,812,15,Sedan,7453,0,0,0.0,No,No
C0801,62,Female,Single,61372,Liability,14,662,5,Sedan,55719,1,17732,0.07,No,Yes
C0802,49,Female,Single,81243,Collision,6,2028,14,Sedan,25136,0,0,0.0,No,No
C0803,62,Male,Single,26556,Liability,6,792,2,Sedan,46247,1,3911,0.17,No,Yes
C0804,64,Female,Widowed,43880,Liability,8,1189,8,SUV,7473,3,1365,0.38,No,Yes
C0805,38,Male,Single,38993,Comprehensive,1,1900,0,Sedan,54587,1,4139,1.0,No,Yes
C0806,33,Male,Married,38054,Comprehensive,4,2065,10,SUV,30565,0,0,0.0,No,No
C0807,71,Female,Married,66854,Liability,1,1924,5,Sedan,27608,1,7591,1.0,No,Yes
C0808,38,Male,Single,71786,Liability,8,1172,4,SUV,33135,0,0,0.0,No,No
C0809,28,Male,Married,81302,Collision,2,1923,17,SUV,40173,1,1038,0.5,No,Yes
C0810,54,Male,Single,72101,Comprehensive,8,898,11,Sedan,36421,2,4529,0.25,No,Yes
C0811,53,Female,Divorced,73722,Liability,3,1408,6,Truck,46214,0,0,0.0,No,No
C0812,52,Female,Single,31763,Comprehensive,8,986,1,SUV,35548,0,0,0.0,No,No
C0813,36,Female,Married,89671,Collision,6,2038,6,SUV,47969,1,15303,0.17,No,Yes
C0814,37,Female,Married,55804,Liability,1,1547,8,SUV,39602,1,13968,1.0,No,Yes
C0815,74,Male,Single,80659,Comprehensive,7,2442,19,SUV,44810,1,14775,0.14,No,Yes
C0816,35,Male,Single,32476,Comprehensive,13,1582,7,Sedan,33837,1,6722,0.08,No,Yes
C0817,64,Male,Married,55171,Comprehensive,7,1248,8,SUV,25735,1,8207,0.14,No,Yes
C0818,58,Male,Single,78860,Comprehensive,6,739,9,SUV,21806,3,11955,0.5,Yes,Yes
C0819,66,Female,Married,60558,Collision,1,810,11,Sedan,51292,1,7643,1.0,No,Yes
C0820,31,Female,Married,44920,Liability,5,820,1,SUV,34228,1,12376,0.2,No,Yes
C0821,32,Male,Married,86196,Liability,1,1171,9,SUV,43701,0,0,0.0,No,No
C0822,48,Male,Married,36571,Collision,1,2004,2,Sedan,52986,1,17780,1.0,No,Yes
C0823,18,Male,Married,59591,Comprehensive,6,1071,0,Truck,47855,1,6988,0.17,No,Yes
C0824,70,Male,Married,72803,Comprehensive,8,2275,16,SUV,36244,3,4095,0.38,No,Yes
C0825,71,Female,Married,101913,Comprehensive,1,913,0,Sedan,20411,0,0,0.0,No,No
C0826,71,Male,Single,50832,Comprehensive,2,1845,4,SUV,30864,1,2801,0.5,No,Yes
C0827,20,Male,Single,54470,Comprehensive,5,901,13,SUV,43840,0,0,0.0,No,No
C0828,33,Female,Married,51106,Collision,8,558,5,Sedan,30924,2,3548,0.25,No,Yes
C0829,40,Male,Married,64769,Comprehensive,11,552,8,Truck,5554,2,3084,0.18,No,Yes
C0830,74,Female,Married,71758,Liability,4,1587,13,Truck,54158,0,0,0.0,No,No
C0831,28,Male,Single,81866,Comprehensive,14,1132,3,Truck,23149,2,10802,0.14,No,Yes
C0832,29,Female,Married,75120,Comprehensive,5,1642,0,Sedan,7091,0,0,0.0,No,No
C0833,27,Other,Single,50052,Comprehensive,10,785,5,Truck,32749,1,2850,0.1,No,Yes
C0834,49,Female,Single,76267,Comprehensive,5,517,6,Truck,42598,3,9831,0.6,No,Yes
C0835,33,Male,Married,61830,Liability,3,1528,5,Motorcycle,51659,1,11059,0.33,No,Yes
C0836,25,Female,Single,74905,Comprehensive,6,2360,0,Motorcycle,55809,0,0,0.0,No,No
C0837,55,Male,Married,76047,Comprehensive,5,1915,7,Sedan,14003,2,14275,0.4,No,Yes
C0838,29,Male,Single,92602,Comprehensive,2,2428,11,Sedan,12463,1,10178,0.5,No,Yes
C0839,41,Male,Married,52908,Comprehensive,14,659,10,Sedan,56114,0,0,0.0,No,No
C0840,45,Male,Married,49088,Liability,10,2411,1,SUV,54642,1,3165,0.1,No,Yes
C0841,70,Female,Single,68943,Comprehensive,14,641,1,Truck,13509,2,14821,0.14,No,Yes
C0842,25,Female,Single,83650,Comprehensive,4,896,1,SUV,34866,0,0,0.0,No,No
C0843,45,Female,Divorced,61161,Comprehensive,11,1541,7,Truck,17505,1,13629,0.09,No,Yes
C0844,53,Female,Married,84954,Comprehensive,4,1079,6,Sedan,29466,1,12099,0.25,No,Yes
C0845,43,Female,Married,73801,Comprehensive,7,1637,15,Sedan,23932,1,7026,0.14,No,Yes
C0846,25,Male,Single,55975,Liability,7,1033,8,Sedan,31416,3,5745,0.43,No,Yes
C0847,67,Male,Married,71266,Comprehensive,9,2055,15,SUV,47176,1,15575,0.11,No,Yes
C0848,45,Female,Married,51303,Liability,10,1410,1,Truck,55328,1,1894,0.1,No,Yes
C0849,45,Male,Married,64772,Comprehensive,12,2298,2,Truck,43867,0,0,0.0,No,No
C0850,54,Female,Married,38536,Liability,2,960,1,SUV,23984,1,9520,0.5,No,Yes
C0851,58,Male,Single,58636,Liability,6,2133,18,Motorcycle,40862,2,18959,0.33,No,Yes
C0852,53,Male,Single,79993,Comprehensive,2,2140,16,Sedan,53825,1,3396,0.5,No,Yes
C0853,44,Male,Married,75342,Comprehensive,9,785,19,SUV,40031,1,13237,0.11,No,Yes
C0854,71,Male,Divorced,72416,Comprehensive,2,1528,11,Sedan,38834,0,0,0.0,No,No
C0855,34,Male,Single,65749,Comprehensive,6,628,10,Sedan,33008,0,0,0.0,No,No
C0856,26,Female,Married,63196,Comprehensive,8,1455,19,Motorcycle,59896,1,14800,0.12,No,Yes
C0857,50,Male,Single,34658,Comprehensive,6,1170,18,Truck,7790,1,4490,0.17,No,Yes
C0858,70,Female,Single,55878,Comprehensive,12,2286,5,Sedan,44847,1,15361,0.08,No,Yes
C0859,37,Male,Single,63652,Comprehensive,3,998,9,Sedan,49449,1,10783,0.33,No,Yes
C0860,30,Male,Single,37511,Comprehensive,5,775,13,Sedan,32245,1,16313,0.2,No,Yes
C0861,45,Male,Married,24964,Comprehensive,4,1606,0,Sedan,23057,1,9577,0.25,No,Yes
C0862,65,Female,Married,82576,Collision,1,2355,14,SUV,36336,2,6759,2.0,No,Yes
C0863,46,Male,Single,61016,Liability,5,1641,5,SUV,56515,0,0,0.0,No,No
C0864,30,Female,Single,64199,Collision,10,2483,12,SUV,49928,1,1494,0.1,No,Yes
C0865,63,Male,Married,71112,Liability,12,528,13,Sedan,57875,1,2989,0.08,No,Yes
C0866,52,Female,Single,40356,Comprehensive,5,1504,12,Sedan,41269,0,0,0.0,No,No
C0867,23,Male,Married,51930,Liability,7,1881,15,Sedan,40582,1,15863,0.14,No,Yes
C0868,35,Female,Single,90081,Comprehensive,12,1149,0,Truck,28026,1,15844,0.08,No,Yes
C0869,68,Female,Married,50226,Liability,7,1680,13,Motorcycle,38116,0,0,0.0,No,Yes
C0870,22,Female,Single,54682,Collision,2,530,12,Sedan,39890,0,0,0.0,No,No
C0871,64,Male,Single,46610,Collision,14,1342,9,Sedan,53016,1,6015,0.07,No,Yes
C0872,42,Male,Single,45182,Comprehensive,4,1809,9,Sedan,52827,0,0,0.0,No,Yes
C0873,19,Male,Single,82109,Comprehensive,1,2188,3,Sedan,25517,0,0,0.0,No,No
C0874,27,Female,Married,10466,Collision,13,835,13,Sedan,52365,0,0,0.0,No,Yes
C0875,73,Female,Married,50859,Collision,5,1069,11,Motorcycle,33093,1,17112,0.2,No,Yes
C0876,47,Female,Single,64508,Comprehensive,5,812,5,Truck,21595,1,11903,0.2,No,Yes
C0877,67,Male,Single,93935,Comprehensive,4,1098,14,Sedan,8529,1,12602,0.25,No,Yes
C0878,62,Male,Married,37295,Comprehensive,10,1646,4,Sedan,18961,0,0,0.0,No,No
C0879,22,Male,Married,33886,Comprehensive,12,2226,9,Sedan,34456,1,15410,0.08,No,Yes
C0880,72,Other,Widowed,42797,Comprehensive,12,1364,8,Sedan,33212,0,0,0.0,No,No
C0881,73,Female,Married,74034,Comprehensive,7,870,9,SUV,44117,1,1794,0.14,No,Yes
C0882,50,Female,Married,62505,Liability,6,1304,11,SUV,58252,0,0,0.0,No,No
C0883,71,Male,Married,31147,Comprehensive,13,813,3,SUV,18930,0,0,0.0,No,No
C0884,18,Female,Divorced,61991,Comprehensive,10,527,3,Truck,47226,1,13731,0.1,No,Yes
C0885,35,Female,Married,91028,Collision,3,1678,12,SUV,37915,0,0,0.0,No,No
C0886,49,Male,Single,65289,Collision,2,1465,13,Sedan,6709,0,0,0.0,No,No
C0887,64,Female,Single,63291,Comprehensive,4,1753,11,Sedan,24406,2,11747,0.5,No,Yes
C0888,66,Female,Single,64494,Comprehensive,9,2072,12,Sedan,51402,3,15368,0.33,Yes,Yes
C0889,28,Female,Married,68290,Liability,10,1529,19,SUV,36106,0,0,0.0,No,No
C0890,38,Female,Married,34657,Comprehensive,5,972,12,SUV,8990,0,0,0.0,No,Yes
C0891,43,Male,Married,55361,Liability,1,2496,1,Truck,33040,1,18864,1.0,No,Yes
C0892,42,Male,Single,56404,Liability,11,1841,18,Truck,18962,2,6057,0.18,No,Yes
C0893,39,Other,Married,50330,Comprehensive,3,1748,8,Truck,12854,1,8916,0.33,No,Yes
C0894,44,Male,Married,73722,Comprehensive,9,1556,9,SUV,41604,0,0,0.0,No,No
C0895,66,Female,Single,47320,Liability,7,588,16,SUV,19256,1,15900,0.14,No,Yes
C0896,30,Female,Married,52800,Collision,3,1857,9,Truck,9523,2,11673,0.67,No,Yes
C0897,50,Female,Married,34796,Comprehensive,1,539,19,Sedan,38136,1,8827,1.0,No,Yes
C0898,51,Other,Divorced,67566,Liability,4,1180,12,Sedan,34319,1,14295,0.25,No,Yes
C0899,58,Male,Married,78838,Liability,9,874,19,Sedan,55622,1,5652,0.11,No,Yes
C0900,52,Male,Married,52779,Liability,12,1821,0,SUV,32669,2,9744,0.17,No,Yes
C0901,18,Male,Married,76147,Liability,7,1497,1,Truck,7597,0,0,0.0,No,No
C0902,38,Male,Divorced,57060,Comprehensive,5,892,16,Sedan,34210,2,7088,0.4,No,Yes
C0903,65,Male,Married,9451,Comprehensive,13,1541,12,SUV,6302,0,0,0.0,No,No
C0904,72,Male,Single,58969,Collision,11,2050,16,SUV,16516,1,16810,0.09,No,Yes
C0905,23,Female,Married,56488,Liability,14,631,12,Motorcycle,39662,1,870,0.07,No,Yes
C0906,45,Female,Single,62059,Comprehensive,6,789,16,SUV,17254,1,18543,0.17,No,Yes
C0907,34,Male,Single,65063,Comprehensive,1,2353,18,Motorcycle,7524,1,9613,1.0,No,Yes
C0908,22,Male,Divorced,46321,Comprehensive,7,1305,13,Sedan,55240,0,0,0.0,No,No
C0909,48,Female,Married,89426,Comprehensive,12,708,19,Motorcycle,59857,1,18160,0.08,No,Yes
C0910,22,Male,Married,58676,Collision,5,826,9,Sedan,55478,2,7129,0.4,No,Yes
C0911,55,Male,Single,56006,Liability,7,1491,1,SUV,12484,1,11178,0.14,No,Yes
C0912,20,Male,Single,74890,Comprehensive,5,1002,13,Sedan,58421,2,9293,0.4,No,Yes
C0913,70,Female,Single,60370,Collision,5,778,16,Truck,19211,0,0,0.0,No,No
C0914,40,Male,Single,111316,Liability,3,1905,4,Motorcycle,28966,3,17092,1.0,Yes,Yes
C0915,54,Other,Married,55801,Liability,5,1287,17,Truck,8356,1,15362,0.2,No,Yes
C0916,70,Male,Single,67036,Liability,8,1506,2,SUV,27600,1,15070,0.12,No,Yes
C0917,54,Female,Married,45016,Comprehensive,14,1451,15,SUV,38870,1,3706,0.07,No,Yes
C0918,27,Male,Single,77410,Liability,8,1832,18,Sedan,22451,1,710,0.12,No,Yes
C0919,27,Male,Widowed,66174,Liability,2,2421,17,SUV,38512,1,12315,0.5,No,Yes
C0920,36,Female,Single,53220,Comprehensive,11,776,19,Sedan,8074,2,17156,0.18,No,Yes
C0921,34,Female,Single,42551,Comprehensive,1,1599,4,Truck,56642,1,6787,1.0,No,Yes
C0922,38,Female,Single,33811,Liability,2,797,7,Truck,57916,1,10418,0.5,No,Yes
C0923,31,Female,Married,68374,Comprehensive,11,2348,5,Motorcycle,35858,0,0,0.0,No,Yes
C0924,26,Female,Married,32262,Comprehensive,7,1901,14,SUV,40630,2,11473,0.29,No,Yes
C0925,63,Female,Married,86169,Collision,3,932,2,SUV,32654,1,8001,0.33,No,Yes
C0926,18,Female,Married,34743,Comprehensive,8,2382,8,SUV,19189,2,9193,0.25,No,Yes
C0927,68,Male,Single,56432,Comprehensive,4,1509,10,SUV,7560,0,0,0.0,No,Yes
C0928,62,Male,Married,42369,Comprehensive,10,1635,19,Sedan,42559,1,10565,0.1,No,Yes
C0929,30,Male,Married,60653,Liability,10,2301,13,Truck,41602,0,0,0.0,No,No
C0930,21,Female,Single,60530,Comprehensive,8,1595,8,Sedan,56926,1,3564,0.12,No,Yes
C0931,18,Male,Single,68896,Collision,14,816,9,SUV,29652,2,3651,0.14,No,Yes
C0932,66,Male,Single,29474,Comprehensive,2,1544,14,Truck,57266,0,0,0.0,No,No
C0933,57,Female,Single,44725,Collision,13,1711,17,Motorcycle,52003,1,8643,0.08,No,Yes
C0934,49,Female,Married,79410,Collision,14,620,18,Truck,51299,0,0,0.0,No,No
C0935,51,Female,Single,73171,Liability,5,1865,6,Sedan,59856,0,0,0.0,No,No
C0936,45,Male,Single,10010,Liability,6,1152,18,Sedan,6012,1,18233,0.17,No,Yes
C0937,48,Female,Single,67544,Liability,1,803,4,Sedan,42053,0,0,0.0,No,No
C0938,25,Male,Widowed,39350,Comprehensive,14,1435,17,Motorcycle,46834,1,8700,0.07,No,Yes
C0939,56,Male,Divorced,48163,Liability,1,1970,0,Sedan,25741,0,0,0.0,No,Yes
C0940,43,Male,Single,55453,Collision,14,2239,11,Motorcycle,41324,0,0,0.0,No,No
C0941,51,Male,Single,91147,Liability,9,1220,5,Motorcycle,52744,2,12183,0.22,No,Yes
C0942,71,Male,Single,39146,Comprehensive,5,995,12,Truck,7325,2,13814,0.4,No,Yes
C0943,71,Female,Married,31922,Liability,14,2044,16,Sedan,31301,2,15785,0.14,No,Yes
C0944,20,Male,Single,69006,Collision,4,684,8,Sedan,37406,0,0,0.0,No,No
C0945,67,Female,Married,59439,Comprehensive,14,2470,0,Truck,25372,1,8374,0.07,No,Yes
C0946,29,Female,Married,84140,Collision,1,2404,11,Truck,23738,0,0,0.0,No,No
C0947,18,Male,Divorced,52943,Collision,3,1387,0,Motorcycle,17159,1,17560,0.33,No,Yes
C0948,71,Female,Single,84216,Comprehensive,13,1307,3,Sedan,15846,1,3272,0.08,No,Yes
C0949,61,Male,Married,60325,Liability,4,831,6,SUV,16419,0,0,0.0,No,No
C0950,22,Female,Married,70582,Liability,11,1212,19,SUV,50355,3,1883,0.27,No,Yes
C0951,47,Male,Single,92478,Liability,11,1075,4,Sedan,23778,3,10934,0.27,Yes,Yes
C0952,47,Male,Single,56655,Comprehensive,5,849,19,SUV,43310,2,998,0.4,No,Yes
C0953,74,Male,Single,80893,Liability,14,1337,4,SUV,42289,0,0,0.0,No,No
C0954,34,Female,Single,47728,Liability,10,819,6,Sedan,21425,2,10332,0.2,No,Yes
C0955,65,Female,Single,64550,Comprehensive,12,1036,16,Sedan,52419,2,2354,0.17,No,Yes
C0956,64,Male,Married,31106,Comprehensive,14,911,11,SUV,34309,0,0,0.0,No,No
C0957,40,Female,Married,49913,Comprehensive,5,1405,14,SUV,23232,1,1569,0.2,No,Yes
C0958,32,Female,Divorced,38839,Comprehensive,10,1679,2,Sedan,15316,0,0,0.0,No,Yes
C0959,54,Female,Single,84415,Collision,8,2256,16,Sedan,9191,0,0,0.0,No,No
C0960,38,Female,Widowed,94775,Comprehensive,13,2327,13,Motorcycle,57018,1,9038,0.08,No,Yes
C0961,31,Female,Single,52905,Liability,13,2174,14,Truck,18024,0,0,0.0,No,No
C0962,19,Female,Married,44539,Comprehensive,3,1032,14,Truck,31222,0,0,0.0,No,Yes
C0963,28,Female,Single,33721,Collision,7,1001,14,Sedan,18599,0,0,0.0,No,Yes
C0964,68,Male,Single,65290,Liability,14,2009,18,Sedan,8334,0,0,0.0,No,No
C0965,56,Male,Divorced,47954,Comprehensive,13,1677,10,Truck,25043,0,0,0.0,No,No
C0966,55,Male,Single,49025,Comprehensive,6,1413,17,Sedan,28463,1,7964,0.17,No,Yes
C0967,51,Female,Married,92591,Liability,10,1591,9,SUV,54806,0,0,0.0,No,No
C0968,55,Female,Married,54072,Collision,11,2015,8,Sedan,56514,2,10136,0.18,No,Yes
C0969,67,Male,Married,71732,Liability,10,1564,2,Sedan,14584,2,3198,0.2,No,Yes
C0970,51,Female,Married,61059,Comprehensive,10,1026,0,Truck,33244,1,4406,0.1,No,Yes
C0971,35,Male,Married,32895,Comprehensive,11,2314,10,Truck,29459,0,0,0.0,No,No
C0972,47,Male,Single,23102,Comprehensive,6,1692,15,Motorcycle,26755,2,17041,0.33,No,Yes
C0973,32,Other,Married,69750,Liability,10,2169,2,Motorcycle,10452,1,6321,0.1,No,Yes
C0974,44,Male,Divorced,94082,Liability,9,1210,8,SUV,26223,0,0,0.0,No,No
C0975,68,Male,Single,66299,Liability,14,1249,10,SUV,12593,0,0,0.0,No,Yes
C0976,51,Female,Single,72481,Liability,7,1455,16,Sedan,19630,0,0,0.0,No,No
C0977,69,Female,Married,41905,Comprehensive,13,611,0,SUV,36361,1,3136,0.08,No,Yes
C0978,74,Male,Married,80297,Collision,11,962,8,Sedan,54436,1,10731,0.09,No,Yes
C0979,55,Female,Married,80050,Comprehensive,7,551,2,Truck,47300,0,0,0.0,No,No
C0980,50,Female,Single,46076,Comprehensive,11,2172,9,SUV,38279,2,4690,0.18,No,Yes
C0981,41,Male,Married,70908,Comprehensive,14,754,4,SUV,49015,1,9992,0.07,No,Yes
C0982,32,Male,Single,24671,Comprehensive,1,2150,10,SUV,25508,2,5568,2.0,No,Yes
C0983,47,Female,Married,74478,Collision,1,1681,4,Sedan,17003,0,0,0.0,No,No
C0984,72,Male,Married,48551,Liability,9,799,11,Truck,40846,1,19916,0.11,No,Yes
C0985,59,Female,Single,35457,Collision,9,1457,13,Truck,42405,2,4712,0.22,No,Yes
C0986,68,Female,Married,68052,Comprehensive,12,926,11,SUV,52067,0,0,0.0,No,No
C0987,34,Other,Widowed,24565,Collision,11,2447,18,Truck,17215,2,19256,0.18,No,Yes
C0988,22,Male,Married,66848,Comprehensive,10,1489,8,Sedan,46174,1,18827,0.1,No,Yes
C0989,46,Other,Married,37354,Comprehensive,3,2299,6,Motorcycle,34859,0,0,0.0,No,No
C0990,21,Male,Married,33074,Liability,11,2390,15,SUV,48228,2,4489,0.18,No,Yes
C0991,27,Male,Married,61197,Liability,11,806,6,Truck,10119,2,5402,0.18,No,Yes
C0992,73,Male,Single,56548,Comprehensive,8,598,13,Truck,57483,0,0,0.0,No,No
C0993,34,Male,Single,89135,Collision,9,620,7,Sedan,40076,1,16305,0.11,No,Yes
C0994,27,Female,Single,34303,Comprehensive,1,2125,17,Motorcycle,55989,3,1050,3.0,No,Yes
C0995,34,Male,Married,87501,Comprehensive,12,1553,2,Motorcycle,21001,0,0,0.0,No,No
C0996,37,Male,Married,37247,Collision,14,729,1,SUV,10119,1,10843,0.07,No,Yes
C0997,41,Female,Single,78388,Comprehensive,3,1150,4,Truck,27120,3,10882,1.0,Yes,Yes
C0998,22,Male,Married,82121,Liability,13,1777,7,Motorcycle,5565,1,19645,0.08,No,Yes
C0999,51,Female,Married,66429,Liability,6,1927,18,Sedan,45407,0,0,0.0,No,No
C1000,23,Male,Married,44180,Liability,4,2017,8,Motorcycle,17090,0,0,0.0,No,No
C1001,70,Female,Single,29540,Collision,8,1554,1,SUV,13992,0,0,0.0,No,No
C1002,19,Female,Married,20964,Collision,9,1685,14,Truck,55430,1,17707,0.11,No,Yes
C1003,30,Male,Single,97045,Liability,7,2431,7,SUV,33206,1,1606,0.14,No,Yes
C1004,60,Male,Single,54062,Liability,11,1955,9,SUV,50701,3,16680,0.27,Yes,Yes
C1005,60,Male,Widowed,37906,Comprehensive,1,1679,6,Truck,28575,1,16609,1.0,No,Yes
C1006,65,Female,Single,37136,Collision,14,1846,18,SUV,10084,3,19103,0.21,Yes,Yes
C1007,28,Male,Single,63357,Comprehensive,2,1128,0,SUV,57656,1,12461,0.5,No,Yes
C1008,68,Male,Divorced,52102,Comprehensive,1,1714,1,SUV,46951,2,17245,2.0,No,Yes
C1009,64,Male,Single,21614,Liability,9,1699,2,SUV,34300,1,10455,0.11,No,Yes
C1010,74,Male,Married,77290,Comprehensive,4,2461,13,SUV,19062,2,12919,0.5,No,Yes
C1011,40,Female,Single,66699,Liability,10,1447,14,Sedan,48485,1,3457,0.1,No,Yes
C1012,72,Female,Single,96798,Collision,14,1016,13,Sedan,26997,0,0,0.0,No,No
C1013,33,Male,Single,82815,Comprehensive,8,1344,7,Sedan,15621,1,15444,0.12,No,Yes
C1014,48,Male,Single,-1962,Collision,5,2047,17,SUV,27901,2,15624,0.4,No,Yes
C1015,28,Female,Married,88339,Comprehensive,5,2094,16,SUV,48560,1,10112,0.2,No,Yes
C1016,71,Female,Married,84149,Collision,5,1332,6,SUV,44673,2,6837,0.4,No,Yes
C1017,33,Male,Married,45272,Comprehensive,11,1319,19,Sedan,18634,3,963,0.27,No,Yes
C1018,25,Male,Divorced,51348,Comprehensive,5,1310,0,Sedan,32736,2,18262,0.4,No,Yes
C1019,21,Male,Single,68234,Comprehensive,3,1261,8,SUV,48099,1,13984,0.33,No,Yes
C1020,57,Female,Married,39715,Liability,6,1862,8,SUV,5376,1,8007,0.17,No,Yes
C1021,21,Male,Married,55145,Collision,14,2128,10,SUV,45910,2,10932,0.14,No,Yes
C1022,73,Female,Divorced,80000,Comprehensive,1,818,18,Sedan,55256,0,0,0.0,No,Yes
C1023,42,Female,Single,70354,Comprehensive,8,610,5,SUV,35337,0,0,0.0,No,Yes
C1024,20,Female,Married,46664,Collision,13,2341,6,Truck,15339,1,11126,0.08,No,Yes
C1025,49,Male,Divorced,80455,Collision,4,2403,14,SUV,27058,1,13788,0.25,No,Yes
C1026,20,Male,Single,66057,Comprehensive,6,1306,19,Sedan,43010,1,8135,0.17,No,Yes
C1027,44,Male,Divorced,65374,Collision,2,2461,5,Sedan,7847,0,0,0.0,No,Yes
C1028,46,Male,Single,49701,Liability,2,1996,8,Motorcycle,16659,0,0,0.0,No,No
C1029,49,Female,Married,59869,Liability,8,2371,14,SUV,13214,1,16386,0.12,No,Yes
C1030,67,Other,Divorced,44518,Comprehensive,14,1540,5,Sedan,56855,0,0,0.0,No,No
C1031,68,Female,Married,21188,Comprehensive,1,1743,6,Motorcycle,59017,1,16288,1.0,No,Yes
C1032,36,Female,Married,54404,Comprehensive,8,986,16,Sedan,44430,1,17678,0.12,No,Yes
C1033,38,Male,Single,57556,Comprehensive,10,1310,5,SUV,57500,1,3567,0.1,No,Yes
C1034,22,Male,Divorced,62745,Comprehensive,10,1828,8,Sedan,49729,1,11979,0.1,No,Yes
C1035,35,Male,Married,84243,Collision,1,1016,2,Sedan,20454,1,13043,1.0,No,Yes
C1036,45,Female,Single,46954,Comprehensive,9,1652,13,SUV,14110,1,13890,0.11,No,Yes
C1037,59,Female,Married,52644,Collision,1,1334,5,Sedan,15171,0,0,0.0,No,No
C1038,39,Female,Married,75323,Comprehensive,4,1123,3,Sedan,38144,0,0,0.0,No,No
C1039,38,Male,Single,44949,Liability,9,1547,15,Motorcycle,20384,0,0,0.0,No,Yes
C1040,23,Male,Single,63074,Liability,1,2064,15,Sedan,44202,2,17608,2.0,No,Yes
C1041,18,Female,Single,51834,Comprehensive,9,2434,8,SUV,30826,1,14731,0.11,No,Yes
C1042,22,Male,Married,55127,Collision,14,1655,3,Sedan,47156,1,18116,0.07,No,Yes
C1043,58,Female,Married,75162,Liability,8,1055,7,Motorcycle,31246,0,0,0.0,No,No
C1044,29,Female,Married,52530,Liability,5,1844,7,Motorcycle,29004,0,0,0.0,No,No
C1045,43,Female,Married,75814,Collision,6,996,5,Sedan,20647,5,7499,0.83,No,Yes
C1046,63,Male,Divorced,20951,Comprehensive,5,1387,7,SUV,49100,2,608,0.4,No,Yes
C1047,51,Male,Married,31407,Liability,4,2242,5,Truck,16544,1,2571,0.25,No,Yes
C1048,66,Male,Single,13635,Liability,12,881,13,Sedan,16102,1,10388,0.08,No,Yes
C1049,31,Male,Married,36684,Collision,10,715,13,SUV,27869,1,11729,0.1,No,Yes
C1050,43,Male,Married,97136,Collision,14,1255,17,Motorcycle,34541,0,0,0.0,No,No
C1051,62,Female,Married,59649,Liability,13,1042,12,Sedan,39124,3,1688,0.23,No,Yes
C1052,44,Female,Married,45573,Comprehensive,12,1415,14,Truck,23150,0,0,0.0,No,No
C1053,26,Male,Single,75656,Collision,4,2301,2,Sedan,26889,1,16483,0.25,No,Yes
C1054,43,Male,Divorced,78480,Comprehensive,14,1534,5,SUV,15556,4,8094,0.29,No,Yes
C1055,74,Male,Single,35583,Collision,10,581,19,Sedan,33552,2,7740,0.2,No,Yes
C1056,64,Male,Married,109964,Comprehensive,8,1493,16,SUV,43194,2,4194,0.25,No,Yes
C1057,74,Female,Single,65526,Collision,8,1679,19,Sedan,41609,2,12288,0.25,No,Yes
C1058,39,Male,Divorced,68047,Comprehensive,9,665,15,Sedan,57396,2,16954,0.22,No,Yes
C1059,64,Male,Single,69944,Liability,3,707,5,SUV,21927,3,9183,1.0,No,Yes
C1060,73,Male,Single,69902,Comprehensive,10,523,7,Sedan,16463,1,17357,0.1,No,Yes
C1061,47,Female,Single,47570,Comprehensive,8,1306,12,SUV,49623,2,12773,0.25,No,Yes
C1062,60,Female,Single,102250,Collision,3,1386,12,Sedan,35560,2,16662,0.67,No,Yes
C1063,65,Male,Single,54296,Liability,2,1190,19,Sedan,19410,0,0,0.0,No,No
C1064,34,Female,Married,79150,Collision,2,831,16,SUV,27431,2,9160,1.0,No,Yes
C1065,43,Female,Married,50501,Liability,9,2085,2,Sedan,21351,2,18344,0.22,No,Yes
C1066,53,Female,Single,46954,Comprehensive,4,1501,12,Truck,39388,1,7025,0.25,No,Yes
C1067,18,Male,Single,98037,Liability,5,2042,6,SUV,42080,4,18323,0.8,Yes,Yes
C1068,25,Female,Married,57832,Comprehensive,2,2034,19,Truck,19968,0,0,0.0,No,No
C1069,66,Female,Married,59317,Comprehensive,9,2135,4,Sedan,13723,0,0,0.0,No,No
C1070,52,Female,Married,65672,Comprehensive,7,2116,10,SUV,34120,1,19781,0.14,No,Yes
C1071,69,Female,Married,112035,Liability,3,740,17,SUV,45596,0,0,0.0,No,Yes
C1072,32,Female,Single,103375,Comprehensive,6,1335,3,Sedan,53134,2,16349,0.33,No,Yes
C1073,64,Male,Single,85675,Collision,7,680,19,Truck,22272,2,19758,0.29,No,Yes
